"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031214","biomineral tissue development","47/2556","182/18805",0.258241758241758,1.8999359404289,4.83854400810358,7.50458944088081e-06,0.000330523560660508,0.00024889281220846,"BMP4/OSR1/WLS/AMELY/WDR72/SPP1/RUNX2/PTHLH/GPC3/WNT11/ANO6/HIF1A/TENT5A/AXIN2/AHSG/ODAM/ENPP1/BCOR/LGR4/ROCK2/STIM1/SNX10/ANKH/GJA1/PTK2B/ATP2B1/IGF1/SMAD3/FAM20C/ADGRV1/SLC4A2/PKDCC/SGMS2/ACVR2A/FGFR3/TRPM4/BMPR1A/SOX9/BMP2K/SLC20A2/NBR1/RXRA/MMP20/NECTIN1/CCN1/SLC8A1/MINPP1",47
"GO:0007409","axonogenesis","96/2556","459/18805",0.209150326797386,1.53876052246668,4.63472147547251,8.17586610466413e-06,0.000357534683697582,0.000269232888299168,"ROBO2/DCC/SEMA3C/NRP1/POU3F2/GLI3/PTPRZ1/ROBO1/CREB1/GLI2/GATA3/USP9X/PICALM/RELN/MAP2/GSK3B/SPP1/SEMA4D/FLRT2/DOCK7/BCL11B/DAB1/TIAM2/SHH/PTPRM/CDKL5/ARHGEF28/KIF13B/PRKG1/CD2AP/NPTX1/COBL/SNAP25/IGF1R/ALCAM/CYFIP2/PARD3/CDH1/FOXB1/NRCAM/BRAF/FN1/ARHGAP35/PAX2/RTN4/SIAH1/PARD6B/ADCY10/KIF5B/BCL11A/SEMA3F/KALRN/SEMA4G/FYN/PTK2/OLFM1/C9orf72/PLXNB1/B3GNT2/PLXNC1/NUMB/DNM2/PAK2/RAC1/SEMA6A/DSCAML1/TRIO/DAG1/EXT1/ADCY1/ECE1/UNC5A/MAP3K13/VASP/ADNP/NECTIN1/PTPRJ/DIP2B/B4GALT5/NOTCH2/VEGFA/NFIB/DRGX/WNT5A/CNTN1/NRP2/APBB2/MYPN/EDN1/LHX9/NELL2/FLRT3/ACTL8/PTEN/SEMA3A/CDH11",96
"GO:0170039","proteinogenic amino acid metabolic process","44/2556","167/18805",0.263473053892216,1.93842362223909,4.83114130162787,8.34782891557824e-06,0.000362483895024334,0.000272959772769575,"GLS/GLYAT/HNMT/ARG1/GPT2/GLDC/TAT/CPS1/SERINC5/OTC/KYNU/DDO/SDSL/PAH/MTHFD2L/PLOD2/MAT1A/GGT1/PCBD1/NR1H4/MIR21/PRODH2/FTCD/ASPA/ALDH4A1/HGD/GCLM/AMDHD1/PSPH/MTRR/DDAH1/BAAT/PFAS/AUH/PCBD2/RIDA/ASS1/MTR/FAH/APIP/BCAT1/CDO1/PSAT1/HAO1",44
"GO:0046879","hormone secretion","72/2556","320/18805",0.225,1.65536971830986,4.68968701258041,8.43458436861237e-06,0.000363317976647706,0.000273587857861112,"ADCY8/TBX3/CNR1/CREB1/GATA3/ACSL4/AGTR1/PRKCE/SPP1/PTPRN2/TCF7L2/KCNK9/HNF1B/RAB1A/EGFR/PRKD1/HIF1A/SLC2A2/NIBAN2/PDE8B/GHRH/F2RL1/DAB2/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/GJA1/FGG/CGA/PAX8/FGB/PFKL/FOXO1/PLA2G6/AGT/RBP4/F2/NR1H4/SCG5/RPH3AL/FOXA2/HNF4A/FAM3B/SRI/ENY2/AACS/RAPGEF4/HNF1A/STXBP4/TRPM4/PPARG/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/SLC16A10/GCG/PRKCA/IRS1/RFX6/ADRA2C/EDN1/PRKN/ANXA1",72
"GO:0090276","regulation of peptide hormone secretion","51/2556","204/18805",0.25,1.83929968701095,4.78031180421278,8.48488300961235e-06,0.000363317976647706,0.000273587857861112,"ADCY8/CNR1/ACSL4/PRKCE/TCF7L2/EGFR/PRKD1/HIF1A/SLC2A2/PDE8B/GHRH/F2RL1/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/FGG/PAX8/FGB/PFKL/FOXO1/PLA2G6/RBP4/F2/NR1H4/RPH3AL/FOXA2/HNF4A/SRI/ENY2/AACS/RAPGEF4/STXBP4/TRPM4/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/GCG/PRKCA/IRS1/RFX6/ADRA2C/PRKN",51
"GO:0060541","respiratory system development","55/2556","226/18805",0.243362831858407,1.79046872186907,4.74154600684249,9.03683302169381e-06,0.000384283533874235,0.000289375466124801,"CTNNB1/BMP4/GLI3/SPEF2/CREB1/GLI2/ERRFI1/EPAS1/CCN2/SPDEF/WDPCP/EGFR/GPC3/WNT11/SHH/TGFBR2/THRB/HES1/RXFP1/HMGCS2/LIPA/CHD7/YAP1/ALDH1A2/TULP3/CELSR1/SP3/RBP4/MAN2A1/SLC23A1/SIX4/PKDCC/LAMA1/ASXL1/BMPR1A/SOX9/SKI/PTGES3/MAN1A2/GATA6/DAG1/EXT1/HS6ST1/PDGFA/SPRY1/ASS1/SIX1/RPGRIP1L/CEBPA/VEGFA/NFIB/WNT5A/FOXA1/PROX1/FGF1",55
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","71/2556","316/18805",0.224683544303797,1.65304149085795,4.64322609717275,1.02178957604954e-05,0.000431531131912428,0.000324954132657139,"GATA3/VAV3/FSHR/WDR72/RELN/STK3/ERRFI1/SEMA4D/TCF7L2/INSR/CD28/EGFR/TGFB2/PRKD1/CAVIN3/MTDH/ZFP36L1/AMBRA1/CAT/CD2AP/F2RL1/IGF1R/MERTK/PIP5K1B/XBP1/MIR29B1/PIK3AP1/WDR91/AKR1C3/FN1/RTN4/PIK3C2G/P2RX4/CALCR/PIK3R1/NEDD4/EXTL3/PTK2B/STAMBP/INPP5F/PIK3CB/IGF1/PIK3R4/PTK2/ILK/AGT/F2/MIR21/SRC/PRR5/GCNT2/PKHD1/CX3CL1/PLXNB1/VAV2/FGFR3/EGF/TXN/DAG1/PDGFA/PIK3C2A/CEACAM1/PTPRJ/PHLPP1/VEGFA/PDE3B/HIP1/IRS1/EDN1/PTEN/ERBB4",71
"GO:0046632","alpha-beta T cell differentiation","38/2556","138/18805",0.27536231884058,2.02589530743236,4.7973074167891,1.13112047054759e-05,0.000472125907893952,0.000355523051661953,"PTGER4/GLI3/GATA3/TNFSF18/BCL11B/JAK1/SHH/TGFBR2/ZBTB16/FOXP1/BRD4/RUNX3/IHH/BRAF/BCL6/AP3D1/MEN1/IL6R/PIK3R1/BCL3/IL4R/MIR21/SMAD7/NFKBIZ/SLC4A2/IL23R/RORA/ZFPM1/NKAP/PRKCZ/SHB/IL6ST/RIPK2/TNFSF8/RUNX1/IRF4/OPA1/ANXA1",38
"GO:0006520","amino acid metabolic process","65/2556","283/18805",0.229681978798587,1.68981596686519,4.63740202220108,1.13322468972275e-05,0.000472125907893952,0.000355523051661953,"GLS/GATB/PCCA/SLC25A21/GLYAT/ALDH1A1/HNMT/ARG1/GPT2/GLDC/TAT/CPS1/RARS2/SERINC5/DPYD/OTC/KYNU/TARS2/ACADSB/UPB1/BPHL/DDO/SDSL/PAH/MTHFD2L/PLOD2/SEPHS2/MAT1A/GGT1/ACY1/PCBD1/NR1H4/MIR21/PRODH2/HNF4A/FTCD/DDC/ASPA/ART4/CARS2/CRYM/ALDH4A1/HGD/IARS1/GCLM/AMDHD1/PSPH/MTRR/DDAH1/BAAT/PFAS/MPST/AUH/PCBD2/RIDA/ASS1/MTR/FAH/APIP/BCAT1/CDO1/ALDH8A1/PSAT1/BCKDHB/HAO1",65
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","48/2556","190/18805",0.252631578947368,1.85866073634791,4.71801276307402,1.14279491258209e-05,0.000472917679931622,0.000356119276538298,"GATA3/VAV3/FSHR/RELN/STK3/SEMA4D/TCF7L2/INSR/CD28/EGFR/TGFB2/PRKD1/MTDH/AMBRA1/CAT/F2RL1/IGF1R/MERTK/XBP1/PIK3AP1/AKR1C3/FN1/RTN4/P2RX4/CALCR/NEDD4/EXTL3/PTK2B/IGF1/PTK2/AGT/F2/MIR21/SRC/PRR5/GCNT2/CX3CL1/PLXNB1/VAV2/FGFR3/EGF/TXN/PDGFA/PTPRJ/VEGFA/HIP1/IRS1/ERBB4",48
"GO:0072088","nephron epithelium morphogenesis","26/2556","80/18805",0.325,2.39108959311424,4.9451720800751,1.15559345363007e-05,0.000474757735085193,0.000357504885784657,"CTNNB1/SALL1/BMP4/GLI3/OSR1/GATA3/HNF1B/GPC3/WNT11/SHH/HS3ST3B1/HES1/AHI1/LGR4/PAX2/CTNNBIP1/PAX8/ILK/AGT/SIX4/SOX9/HS2ST1/SIX1/VEGFA/ADAMTS16/FGF1",26
"GO:0014033","neural crest cell differentiation","29/2556","94/18805",0.308510638297872,2.26977408184331,4.89479054257998,1.16264057732508e-05,0.000474757735085193,0.000357504885784657,"SEMA3C/BMP4/NRP1/KITLG/SEMA4D/SHH/CDH2/FRZB/HES1/HIF1A/LRP6/ALDH1A2/FN1/CORO1C/SEMA3F/SEMA4G/PHACTR4/TAPT1/BMPR1A/SOX9/SEMA6A/EXT1/SIX1/NRP2/EDN1/SNAI2/NRG1/SEMA3A/ERBB4",29
"GO:0110053","regulation of actin filament organization","62/2556","267/18805",0.232209737827715,1.70841319242965,4.62384277898994,1.24699573500312e-05,0.000505853664607188,0.000380920927084402,"PTGER4/NRP1/CYRIA/TMEFF2/DLC1/PRKCE/CCN2/KANK1/WASF3/NCKAP1/RHPN2/TRIOBP/F2RL1/SPTBN1/CAPZA2/CYFIP2/ROCK2/HIP1R/BRAF/CRACD/ARHGAP35/WDR1/EPS8/PIK3R1/GSN/PTK2B/SMAD3/SVIL/ARHGEF10L/SERPINF2/MIR21/CAPG/BAIAP2L2/DMTN/C9orf72/FCHSD2/CDC42EP4/CX3CL1/ARF1/PHLDB2/ARHGEF18/PAK2/ADD1/RAC1/MTSS1/MET/ARHGAP40/CDC42EP1/BIN1/VASP/GRB2/SNX9/LIMA1/S100A10/SCIN/ARHGAP18/ARFIP1/SYNPO2/CAPZA3/PPM1E/CGNL1/PRKN",62
"GO:0018209","peptidyl-serine modification","41/2556","154/18805",0.266233766233766,1.95873473162206,4.73805378796197,1.27341836683055e-05,0.000513195924828571,0.000386449839428245,"RPS6KA3/TOP1/GSK3B/PRKCE/NTMT1/DOCK7/TNKS/EGFR/PRKD1/RPTOR/CAB39/PDE4D/MAPKAPK3/CNKSR3/MAPK14/LRRK2/BRAF/FNIP2/ERN1/CSNK2A1/NEK6/GALNT3/PCK1/CRIPTO/DMTN/DYRK1A/AKAP9/PAK2/PRKCZ/GALNT13/LMTK2/TXN/MORC3/MAPKAPK2/MAP3K13/RIPK2/STK39/WNK1/GALNT2/GADD45A/PTEN",41
"GO:0003300","cardiac muscle hypertrophy","31/2556","104/18805",0.298076923076923,2.19301116528229,4.83861413064944,1.28198826675721e-05,0.00051329478265097,0.00038652428193206,"ATP2A2/JARID2/FOXP1/PDLIM5/PRKG1/SORBS2/MLIP/ROCK2/PARP1/P2RX4/ADCY10/INPP5F/IGF1/FOXO1/SMAD3/HDAC4/AGT/MIR21/PAK2/PDE9A/PPARG/PPP3CA/LMNA/GATA6/GATA4/ADRA1A/IL6ST/LMCD1/PRKCA/MEF2A/EDN1",31
"GO:0002791","regulation of peptide secretion","51/2556","207/18805",0.246376811594203,1.8126431698079,4.66277186410863,1.31113003165397e-05,0.000521575985495379,0.000392760242419399,"ADCY8/CNR1/ACSL4/PRKCE/TCF7L2/EGFR/PRKD1/HIF1A/SLC2A2/PDE8B/GHRH/F2RL1/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/FGG/PAX8/FGB/PFKL/FOXO1/PLA2G6/RBP4/F2/NR1H4/RPH3AL/FOXA2/HNF4A/SRI/ENY2/AACS/RAPGEF4/STXBP4/TRPM4/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/GCG/PRKCA/IRS1/RFX6/ADRA2C/PRKN",51
"GO:0014896","muscle hypertrophy","32/2556","109/18805",0.293577981651376,2.15991155905874,4.81677103174307,1.32331572564912e-05,0.000523049023355927,0.000393869478126738,"ATP2A2/JARID2/FOXP1/PDLIM5/PRKG1/SORBS2/MLIP/ROCK2/PARP1/P2RX4/ADCY10/INPP5F/IGF1/FOXO1/SMAD3/HDAC4/AGT/MIR21/CYBA/PAK2/PDE9A/PPARG/PPP3CA/LMNA/GATA6/GATA4/ADRA1A/IL6ST/LMCD1/PRKCA/MEF2A/EDN1",32
"GO:0035270","endocrine system development","38/2556","139/18805",0.273381294964029,2.01132052104795,4.74638339299635,1.35523562005244e-05,0.000532253683646071,0.000400800826017519,"SALL1/BMP4/POU3F2/CREB1/GLI2/GATA3/NR3C1/GSK3B/INSR/HNF1B/WNT11/SHH/CDH2/CDK6/HES1/GHRH/CDH1/ALDH1A2/BRAF/CGA/ONECUT1/PAX8/IL6R/RAP1GAP/SMAD3/FOXA2/SOX2/PAX4/MNX1/ARID5B/BMPR1A/SOX9/GATA6/SIX1/WNT5A/RFX6/EDN1/PCSK1",38
"GO:0010464","regulation of mesenchymal cell proliferation","15/2556","34/18805",0.441176470588235,3.24582297707815,5.198325873415,1.38026033602928e-05,0.000535311031681582,0.000403103088370428,"CTNNB1/BMP4/WNT11/SHH/TGFBR2/IHH/CTNNBIP1/SYNE1/BMPR1A/SOX9/LMNA/PDGFA/SIX1/NFIB/WNT5A",15
"GO:0043500","muscle adaptation","35/2556","124/18805",0.282258064516129,2.07662867888334,4.77055550563862,1.38038362045688e-05,0.000535311031681582,0.000403103088370428,"ATP2A2/JARID2/FOXP1/FOXO3/MLIP/ROCK2/PARP1/P2RX4/ADCY10/GSN/INPP5F/IGF1/CFLAR/FOXO1/SMAD3/HMOX1/HDAC4/AGT/MIR21/CYBA/PDE9A/PPARG/PPP3CA/LMNA/GATA6/DAG1/GTF2IRD1/ADRA1A/IL6ST/IL1B/LMCD1/GATM/PRKCA/MEF2A/EDN1",35
"GO:0010720","positive regulation of cell development","93/2556","447/18805",0.208053691275168,1.53069235697556,4.50376932304227,1.4007878931099e-05,0.000539828634307228,0.000406504960296564,"ROBO2/CTNNB1/BMP4/NRP1/KITLG/GLI3/PTPRZ1/ROBO1/CREB1/GLI2/GATA3/RELN/NEDD9/SEMA4D/EGFR/RPTOR/TIAM2/SHH/ARID1B/TGFBR2/ZFP36L1/ZBTB16/CDON/CDKL5/AMBRA1/FOXO3/CAPRIN1/HES1/HIF1A/BRD4/RUNX3/ZMIZ1/TENM4/IHH/QKI/TGM2/GSX2/XBP1/PRKCH/BRAF/FN1/BCL6/AP3D1/PIK3R6/CTNNBIP1/DUSP10/ADCY10/BCL11A/PPP1CC/SLC30A1/IL4R/MIR21/SMAD7/PROC/PCK1/NFKBIZ/MAN2A1/ASPA/IL23R/CX3CL1/PLXNB1/PLXNC1/NUMB/NKAP/ADD1/RASSF10/PRKCZ/IL1RL2/PPP3CA/DAG1/FMR1/BIN1/NEURL1/TESC/ETV5/MAP3K13/SHB/ADNP/IL6ST/IL1B/RIPK2/CSF1/NOTCH2/RUNX1/VEGFA/PRKCA/OPA1/PDE3A/LIG4/ZNF365/SMARCA2/TRIM32/ANXA1",93
"GO:0070371","ERK1 and ERK2 cascade","71/2556","319/18805",0.22257053291536,1.63749564611634,4.55452737628161,1.43271038463725e-05,0.00054692483036114,0.000411848579941443,"PTGER4/BMP4/NRP1/FSHR/CCN2/GAREM1/EGFR/DUSP6/CAVIN3/RANBP9/PDE8A/ZFP36L1/EPHA2/DUSP9/DSTYK/CD2AP/PDE8B/F2RL1/DAB2/FAM83D/CNKSR3/XBP1/FGA/BRAF/FN1/FGG/CALCR/DUSP10/FGB/PTK2B/RAPGEF2/IGF1/CFLAR/GNAI2/SERPINF2/MIR21/SRC/FGFR4/GCNT2/PKHD1/CX3CL1/SLC30A10/FGFR3/SOX9/SEMA6A/DUSP3/NEK10/EGF/PRKCZ/PDGFA/GBP1/ADRA1A/SPRY1/CEACAM1/FGF21/IL1B/HAVCR2/RIPK2/DUSP7/NOTCH2/CCN1/STYX/VEGFA/ZFP36L2/GCG/PRKCA/APIP/EDN1/NRG1/FGF1/ERBB4",71
"GO:0002790","peptide secretion","60/2556","257/18805",0.233463035019455,1.71763394895965,4.59423515090673,1.4369416561548e-05,0.00054692483036114,0.000411848579941443,"ADCY8/CNR1/ABCA1/ACSL4/PRKCE/PTPRN2/TCF7L2/HNF1B/RAB1A/EGFR/PRKD1/HIF1A/SLC2A2/PDE8B/GHRH/F2RL1/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/FGG/PAX8/FGB/PFKL/FOXO1/PLA2G6/RBP4/F2/NR1H4/RPH3AL/FOXA2/HNF4A/FAM3B/SRI/ENY2/AACS/RAPGEF4/HNF1A/STXBP4/TRPM4/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/SLC16A10/GCG/PRKCA/IRS1/RFX6/ADRA2C/EDN1/PRKN/CWH43",60
"GO:0071398","cellular response to fatty acid","16/2556","38/18805",0.421052631578947,3.09776789391319,5.13386012951505,1.47669661755095e-05,0.000558608057903016,0.000420646353246189,"AKR1C1/HES1/CPS1/HMGCS2/AKR1C3/AKR1C4/NR1H4/SRC/DGAT2/MIR92A1/FFAR2/PLCB1/ASS1/IRS1/PID1/EDN1",16
"GO:0006869","lipid transport","95/2556","460/18805",0.206521739130435,1.51942148057427,4.47334290403069,1.55134820720165e-05,0.00058326908814667,0.000439216748521598,"ABCA1/ACSL4/AGTR1/ACSL3/SPP1/KCNK9/VDAC1/VDAC2/TEX2/SLCO1C1/ABCD3/SLC25A21/SHH/TTC39B/OSBPL9/AKR1C1/ANO6/ABCB1/ATP10D/GRAMD1C/ACSL5/LIPC/DAB2/HDLBP/ATP9A/FABP1/SCARB1/PITPNB/CHKA/LIPA/VPS54/MSR1/ABCC2/PCTP/SOAT1/ABCA4/ABCA8/P2RX4/GRAMD1A/PLIN2/GRAMD1B/SLCO4A1/SLC51B/VPS53/SLC22A11/GLTPD2/SOAT2/AKR1C4/OSBPL10/APOA2/ABCA9/ABCC4/PCSK9/AGT/RBP4/SERPINA5/APOH/MAP2K6/PLSCR4/MTTP/APOM/NPC1L1/APOB/SLC13A3/TTPA/FABP3/CLU/STARD10/EEPD1/EGF/PPARG/NR0B2/TSPO2/SLC22A2/AVPR1B/PLA2G1B/RELCH/ABCC3/RXRA/LYPLA1/PDZD8/VMP1/CEACAM1/PITPNM2/IL1B/OSBPL11/DENND5B/PLSCR5/PITPNC1/ABCG2/EDN1/LIPG/XKR9/PRKN/ANXA1",95
"GO:0031639","plasminogen activation","13/2556","27/18805",0.481481481481481,3.54235495276184,5.2430696399486,1.62667635692956e-05,0.000607884025262281,0.000457752434476317,"PLAU/FGA/F11/FGG/FGB/ENO1/CPB2/SERPINF2/APOH/HPN/S100A10/DHCR24/RUNX1",13
"GO:0003012","muscle system process","96/2556","467/18805",0.205567451820128,1.51240059916961,4.44717594236338,1.70333519485902e-05,0.000632696675391611,0.000476437003457397,"SGCD/TBX3/PROK2/DOCK4/DOCK5/ADORA2B/SNTB1/PRKD1/SLMAP/ATP2A2/JARID2/NEDD4L/FGF12/SCN9A/FOXP1/FOXO3/PDLIM5/CTNNA3/UTRN/PDE4D/MYLK/PRKG1/SORBS2/CACNA1D/SSTR2/GPD1L/MLIP/SMAD5/ROCK2/VPS54/SCN1A/LARGE1/PARP1/GJA1/SLN/P2RX4/MIR328/ADCY10/GSN/ATP2B1/INPP5F/IGF1/CFLAR/FOXO1/ENO1/SMAD3/HMOX1/HDAC4/SPHK1/JUP/DSP/AGT/MIR21/MAP2K6/SMAD7/SRI/ATP2A1/CYBA/AKAP9/CALD1/PAK2/ANK2/TRPM4/PDE9A/PPARG/PPP3CA/ASPH/LMNA/GATA6/DAG1/ARHGAP42/BIN1/ITGA2/GTF2IRD1/PIK3C2A/GATA4/HCN4/ADRA1A/SLC8A3/IL6ST/IL1B/MYH4/LMCD1/TRDN/DTNA/GATM/CACNG1/SUMO1/ATP1B1/PRKCA/SLC8A1/APBB2/MEF2A/ADRA2C/MYH13/EDN1",96
"GO:0072006","nephron development","42/2556","161/18805",0.260869565217391,1.91926923862013,4.6459907967582,1.71990743128997e-05,0.000635015066507063,0.000478182812087108,"CTNNB1/SALL1/BMP4/GLI3/OSR1/GATA3/HNF1B/GPC3/WNT11/SHH/WWTR1/HS3ST3B1/HES1/CD2AP/AHI1/SEC61A1/LGR4/YAP1/PAX2/CTNNBIP1/PAX8/IL6R/CFLAR/ILK/AGT/SIX4/EGR1/PECAM1/ASXL1/SOX9/MTSS1/PPP3CA/EXT1/MYO1E/HS2ST1/SIX1/NOTCH2/VEGFA/ADAMTS16/EDN1/FGF1/ERBB4",42
"GO:0090087","regulation of peptide transport","51/2556","209/18805",0.244019138755981,1.79529730215423,4.58548323736048,1.73883716307037e-05,0.000635015066507063,0.000478182812087108,"ADCY8/CNR1/ACSL4/PRKCE/TCF7L2/EGFR/PRKD1/HIF1A/SLC2A2/PDE8B/GHRH/F2RL1/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/FGG/PAX8/FGB/PFKL/FOXO1/PLA2G6/RBP4/F2/NR1H4/RPH3AL/FOXA2/HNF4A/SRI/ENY2/AACS/RAPGEF4/STXBP4/TRPM4/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/GCG/PRKCA/IRS1/RFX6/ADRA2C/PRKN",51
"GO:0048545","response to steroid hormone","74/2556","338/18805",0.218934911242604,1.61074765489717,4.49380486717602,1.74047269282669e-05,0.000635015066507063,0.000478182812087108,"BCHE/TFPI/AVPR1A/DSG1/NR3C1/ERRFI1/NR3C2/SPP1/NR2E3/EGFR/TGFB2/NCOR1/ZFP36L1/KLF9/FOXP1/FOXO3/SGK1/KDM4C/STRN3/TAT/CPS1/A2M/AXIN2/ZMIZ1/IGFBP7/PLPP1/SSTR2/DAB2/RBFOX2/IGF1R/HMGCS2/BRCA1/VPS54/YAP1/CNOT2/GJB2/AKR1C3/PARP1/GLB1/CALCR/NCOA2/ZDHHC7/NEDD4/MED1/CFLAR/PER1/APOA2/IDH1/PAQR7/CPN1/SRC/PCK1/SKP2/PTGES3/PAPPA/ALAD/UBE2L3/RXRA/UBR5/ABHD2/MGARP/SCGB1A1/ASS1/STK39/AREG/ZFP36L2/SDC1/FOXA1/PDE3A/EDN1/CDO1/PCSK1/BCKDHB/ANXA1",74
"GO:0150116","regulation of cell-substrate junction organization","23/2556","68/18805",0.338235294117647,2.48846428242659,4.87680142569017,1.75459487999914e-05,0.000636401884122042,0.000479227121713698,"NRP1/DLC1/MAP4K4/WDPCP/EPB41L5/ROCK2/PEAK1/PTPRA/PIK3R1/CORO1C/SMAD3/PTK2/SRC/HRG/DMTN/PHLDB2/RAC1/DUSP3/S100A10/PTPRJ/IQSEC1/VEGFA/PTEN",23
"GO:0045778","positive regulation of ossification","20/2556","55/18805",0.363636363636364,2.67534499928866,4.93488673290152,1.82828248570724e-05,0.000659250865898878,0.000496432997504131,"BMP4/OSR1/ZBTB16/ANO6/TENT5A/SETD2/TOB2/ADCY10/ATP2B1/SMAD3/FAM20C/ADGRV1/PKDCC/ACVR2A/BMPR1A/SLC20A2/RXRA/CCN1/WNT5A/SLC8A1",20
"GO:0045927","positive regulation of growth","60/2556","259/18805",0.231660231660232,1.7043703663422,4.52707883490243,1.84294481927903e-05,0.000660674288120609,0.000497504871348824,"RPS6KA3/NRP1/POU3F2/AVPR1A/CREB1/CSNK2A3/ACSL4/SEMA4D/INSR/EGFR/SLC25A33/TGFB2/RPTOR/NEDD4L/CDKL5/TEAD1/GHRH/INO80/MAPKAP1/CHD7/MAPK14/YAP1/CDKN2AIP/FN1/RFTN1/ADCY10/EXTL3/PTK2B/BCL11A/CSNK2A1/IGF1/KDM2B/SPHK1/TGFBR3/AGRN/PIM1/F2/SMAD7/PRR5/HYAL1/IGFBP1/HPN/ITSN2/RNF157/TFCP2L1/BMPR1A/GATA6/GPAM/MAP3K13/ADNP/PLCB1/CSF1/WFS1/VEGFA/PROX1/EDN1/NRG1/PRKN/TRIM32/ERBB4",60
"GO:0034446","substrate adhesion-dependent cell spreading","30/2556","101/18805",0.297029702970297,2.1853065588249,4.73714146457805,1.89548064933898e-05,0.000667859067647095,0.000502915196645669,"NRP1/NEDD9/DOCK5/RAB1A/KANK1/PARVA/TRIOBP/DAB2/MERTK/LAMB1/FGA/BRAF/FN1/FGG/PEAK1/ST6GAL1/PIK3R1/CORO1C/FGB/PTK2/ILK/SRC/RREB1/DMTN/RAC1/GBP1/LPXN/S100A10/LAMC1/DOCK1",30
"GO:0072080","nephron tubule development","30/2556","101/18805",0.297029702970297,2.1853065588249,4.73714146457805,1.89548064933898e-05,0.000667859067647095,0.000502915196645669,"CTNNB1/SALL1/BMP4/GLI3/OSR1/GATA3/HNF1B/GPC3/WNT11/SHH/WWTR1/HS3ST3B1/HES1/AHI1/LGR4/YAP1/PAX2/CTNNBIP1/PAX8/ILK/AGT/SIX4/SOX9/MTSS1/HS2ST1/SIX1/NOTCH2/VEGFA/ADAMTS16/FGF1",30
"GO:1903035","negative regulation of response to wounding","30/2556","101/18805",0.297029702970297,2.1853065588249,4.73714146457805,1.89548064933898e-05,0.000667859067647095,0.000502915196645669,"TFPI/CASK/ADAMTS18/SPP1/PRKG1/UBASH3B/PLAU/FGA/F11/TSPAN8/FGG/EXTL3/FGB/MIR200B/INPP5F/SMAD3/F2/CPB2/SERPINF2/APOH/PROC/HRG/PHLDB2/KREMEN1/PDGFA/CEACAM1/CLDN19/KNG1/EDN1/PTEN",30
"GO:0061326","renal tubule development","31/2556","106/18805",0.292452830188679,2.15163359612602,4.71574479832804,1.95145585964282e-05,0.000683674819918046,0.000514824868234717,"CTNNB1/SALL1/BMP4/GLI3/OSR1/GATA3/HNF1B/GPC3/WNT11/SHH/WWTR1/LGR5/HS3ST3B1/HES1/AHI1/LGR4/YAP1/PAX2/CTNNBIP1/PAX8/ILK/AGT/SIX4/SOX9/MTSS1/HS2ST1/SIX1/NOTCH2/VEGFA/ADAMTS16/FGF1",31
"GO:0003279","cardiac septum development","32/2556","111/18805",0.288288288288288,2.12099423367029,4.69792387811664,1.98989370981342e-05,0.00069320252060506,0.00052199947392132,"TBX3/ROBO2/SALL1/SEMA3C/BMP4/NRP1/ROBO1/GATA3/TGFB2/WNT11/TGFBR2/PARVA/HES1/HECTD1/LUZP1/CHD7/PAX8/TGFBR3/SMAD7/CNTRL/ANK2/ZFPM1/BMPR1A/SMAD6/GATA6/GATA4/NOTCH2/CCN1/WNT5A/NRP2/PROX1/FZD1",32
"GO:0010811","positive regulation of cell-substrate adhesion","35/2556","126/18805",0.277777777777778,2.04366631890106,4.66189359042456,2.01324002869527e-05,0.000697395394209835,0.000525156816473971,"NRP1/GSK3B/PRKCE/NEDD9/DOCK5/MAP4K4/CDK6/EPB41L5/UTRN/TRIOBP/DAB2/FGA/BRAF/FN1/FGG/FGB/PTK2B/FERMT1/SMAD3/ILK/JUP/HRG/RREB1/CX3CL1/RAC1/PRKCZ/EGFLAM/DAG1/S100A10/PTPRJ/CSF1/CCN1/VEGFA/DOCK1/EDIL3",35
